id,art_style,painting,language,emotion,utterance
20351,Impressionism,alfred-sisley_by-the-loing-1885,english,contentment,"['The serene landscape is very calming and centering. The sky, mostly the clouds, give a feeling of warmth and contentment on a nice day overlooking the water.', 'This painting makes me feel content. Nature with water gives me a good feeling.', 'The dark blue water and the light blue sky are very relaxing.']"
20352,Color_Field_Painting,gene-davis_king-s-gate-1978,english,excitement,['The bright colours are quite stimulating and the blank space gets your imagination going.']
20353,Impressionism,alfred-sisley_sablons-in-spring-1890,chinese,contentment,"['风和日丽的上午，树枝上开满了小花，令人心旷神怡。', '小路的边上长满了桃树，让人感到满足。', '碧蓝的天空下有粉色的桃花树，还有碧绿的草地风景很是优美。', '道路边有许多的大石头，还有很多的树木，生长的比较高大，让人不由感到满足。', '蓝天白云，树木草地相映成趣']"
20354,Baroque,jacob-jordaens_the-annunciation,chinese,disgust,['昏暗的房间里，一个长着翅膀的人在站着，让人感觉不是很舒服。']
20355,Impressionism,konstantin-korovin_lilacs-1915,arabic,disgust,['الالوان غير متناسقة والغازات ملوثه والأزهار غير واضحة يشعر بالاشمئزاز']
20356,Realism,anton-azbe_half-nude-1888,english,sadness,"['the woman looks very sad and vulnerable', 'This painting is sadness as the lady seems to feel as if she is at the lowest by having her shirt down and posing. I feel sorry for her.', 'The woman seems to be upset about something.', 'Her slouching position makes her look depressed.', 'this photo reminds me of the jews in internment camps']"
20357,Expressionism,henri-matisse_nasturtiums-with-the-dance-ii-1912,arabic,amusement,"['بعض الناس العاراه يرقصون على شكل دائرى بدون ملابس وفى المنتصف زهريه زرقاء على منضده زرقاء مع الخلفيه الزرقاء', 'حفل ادغال راقص وشباب يرقصون وطاولة بزهور  ملونه']"
20358,Impressionism,anders-zorn_omnibus-1893,chinese,contentment,"['这张图我看到谈判桌上有女性，代表女性地位正在逐步上升。', '描绘了人们做车的场景 男人在车上睡着了 女人抱着很大的箱子放在腿上', '男子坐着深思，富贵中透露着艺术感。']"
20359,Realism,camille-corot_pastorale-1873,chinese,contentment,"['金色的黄昏，善良的人们在林子里嬉戏，让人觉得温馨', '晴朗的天空和玩耍的人让人觉得满意。', '人们在树林里郊游，有人跳舞，有人休息，看起来很是惬意。', '昏黄的天空下，人们在茂盛的树木间游玩，给人一种美好的感觉', '夜幕中，二三成群的少年少女簇拥在一起，有的席地而坐谈笑风生，有的相拥向前行走，有的一人成行，让人感受到青春的朝气与蓬勃。']"
20360,Impressionism,claude-monet_valley-of-the-creuse-afternoon-sunlight,english,sadness,['The river make one think of storms and turbulent times.']
20361,Romanticism,john-hoppner_portrait-of-louisa-lane-1782,chinese,sadness,"['一位穿着黑色衣服戴着黑色帽子的小女孩哀伤的看着远方。', '女孩戴着黄色帽子，戴着白色手套，表情忧郁，使人伤感。']"
20362,Art_Nouveau_Modern,raphael-kirchner_girls-between-brown-green-borders-1901-1,english,excitement,"['A woman is busy holding up a piece of paper, letting her clothing drop-down and almost exposing her chest.']"
20363,Post_Impressionism,paul-serusier_still-life-with-churn-1925,arabic,awe,['الإناء الكبير أحمر اللون والإبريق أبيض اللون ناصع البياض متباين، الفرش في الأرض متنوع الألوان وممتزجة بشكل رائع']
20364,Color_Field_Painting,paul-feeley_untitled-1956,arabic,contentment,['الالوان الزقاء واللبنيه والتمازج بين اللونين يدل على مدى قرب اللونين من بعضهم']
20365,Post_Impressionism,maurice-prendergast_idyllic-landscape,english,contentment,"[""The bright colors of the grass and water really pop. The figures themselves look very crudely drawn without much detail, but doesn't seem to detract from the overall effect"", 'the woman looks like she relaxing beside the horse', 'The figures are all at leisure relaxing, or playing.']"
20366,Naive_Art_Primitivism,kateryna-bilokur_flowers-by-the-fence-1935,english,contentment,"['the various brightly colored flowers are very pretty', 'Beautiful blue sky with colorful red and orange flowers.', 'The beautiful fresh red, blue, pink, and orange flowers give a sense of hope and contentment that spring flowers will return soon.']"
20367,Expressionism,max-beckmann_man-and-woman-1932,english,awe,['Clearly the artist was creative and you can see it had a trouble brain. It has some colors of Dali and some shapes of Tarsila do Amaral']
20368,Post_Impressionism,grace-cossington-smith_extravaganza-1921,chinese,amusement,['一个神圣的宫殿，一群人在乱舞，让人很好笑。']
20369,Art_Nouveau_Modern,nicholas-roerich_terem-of-yaroslavna-new-moon-1914,arabic,amusement,['كانه كوخ او منزل صغير وبه اماكن تهوية وبه شاشة عرض وبها الوان كثيرة']
20370,Realism,charles-francois-daubigny_boats-on-the-oise-1865,arabic,excitement,['وجود بعض السفن القليله الواقفه فوق مياه البحيره أمام أشجار الغابة']
20371,Romanticism,franz-richard-unterberger_rio-santa-barnaba-venice,arabic,awe,['الهندسة المعمارية والتصميم للمدينة رائع و الجو هادء']
20372,Post_Impressionism,paul-cezanne_self-portrait-in-front-of-olive-wallpaper-1881,chinese,fear,['一个穿着黑色西装长着络腮胡子的男子，看着非常吓人。']
20373,Baroque,gerrit-dou_self-portrait-1635,english,sadness,['The colors surrounding the man are dark and gloomy and his expression is sad.']
20374,Realism,ilya-repin_ballet-scene-1875,chinese,excitement,"['图中人群聚集，成群结队的在参加一场聚会，让人很兴奋开心。', '盛大的礼堂和许多身着华服的女士让人觉得兴奋。']"
20375,Rococo,francois-boucher_woman-s-head,chinese,anger,['秀发被发带扎在头上，胸部露在衣服外面，娇揉造作的模样，让人非常不悦。']
20376,Realism,nicholas-roerich_study-of-boy,english,disgust,"['The lack of detail makes this kid look like statue or something else, it just looks bad.']"
20377,Impressionism,ion-theodorescu-sion_red-muslin-1931,english,amusement,['The red scarfed lady is involved in shady business.']
20378,Art_Nouveau_Modern,konstantin-somov_columbine-s-little-tongue-1915,chinese,contentment,"['带着黑色眼罩和披风的少女，模仿着怪盗的外表，让人觉得满意。', '女人带着面具，穿着彩色的衣裙跳舞，让人觉得美好。', '图中绚丽的烟花和魅惑身姿优美的女人，十分养眼，让人感到满意和满足。']"
20379,Art_Nouveau_Modern,ivan-bilibin_sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909-1,chinese,awe,"['尖尖的嘴巴银色的铁棍，让人惊叹', '上部分像一个鸟抱着炸弹让人惊叹']"
20380,Impressionism,giovanni-boldini_women-s-figures-in-the-park,english,excitement,['I love the contrast in colors of the sky and tree. It was very well done.']
20381,Naive_Art_Primitivism,niko-pirosmani_a-boy-on-a-donkey,english,amusement,"['the man is riding a donkey', 'The boys hat is silly, I like looking at it.']"
20382,Synthetic_Cubism,pablo-picasso_guitar-and-bottle-1913,chinese,sadness,['零零散散的桌子板和锤子令人感到伤感。']
20383,Cubism,jean-metzinger_nude-in-front-of-a-mirror-1912,chinese,fear,"['色彩怪异，人物扭曲，让人恐惧。', '透明柱子背后藏着一个神秘的人物，像是怕被人别发现，让人不敢呼吸，担心被发现。']"
20384,Abstract_Expressionism,brice-marden_vine-1993,arabic,contentment,['هات لونه ابيض علي خطوط باللون الاسود والازرق بشكل عشوائي وغير منتظمه ومتداخله']
20385,Art_Nouveau_Modern,nicholas-roerich_kneeling-angel-1912,arabic,awe,['الخطوط السوداء تبدو رائعه وتصنع شيئا رائعا يبدو كالبشري الرائع للغايه']
20386,Naive_Art_Primitivism,jean-hugo_maison-en-ruine-a-la-targette-1915,chinese,contentment,['一个小屋前长着一颗树，看着很美丽。']
20387,Post_Impressionism,vincent-van-gogh_vincent-s-house-in-arles-the-yellow-house-1888,chinese,excitement,['街道上，一对情侣开心地散着步，让人感到十分开心幸福。']
20388,Expressionism,ernst-ludwig-kirchner_the-garden-cafe,english,contentment,"['The women appear to be having a relaxing dinner.', 'The woman on the left looks down with envy at the ring-fingered hand of the woman to her right.']"
20389,Symbolism,salvador-dali_ipse-erat-elias-mark-1-4-1967,chinese,disgust,['男人光着身子坐在石头上，身上的红色像血一样，看着很血腥。']
20390,Romanticism,ivan-aivazovsky_moscow-in-winter-from-the-sparrow-hills-1872,english,contentment,"[""I love how the sunlight is beating out the dark clouds in the background. It looks like it's going to be a good snowday after some dark times."", 'I love the peaceful, snowbound imagery in this.', 'It looks like a very nice detailed portrayal of a winter day out in the secluded wilderness away from all the noise.', 'This reminds me of my childhood. A simpler, much more relaxed time.']"
20391,Mannerism_Late_Renaissance,tintoretto_autumn,chinese,contentment,['小孩的腿部肌肉和胳膊都特别的壮，使人感到小孩子的坚强让自己变得更强大。']
20392,Impressionism,claude-monet_infantry-guards-wandering-along-the-river,chinese,awe,['两个人在河边散步，他们的穿着一模一样，让人感到十分惊奇。']
20393,Realism,ilya-repin_portrait-of-baroness-varvara-ikskul-von-hildenbandt-1889,arabic,contentment,['صورة في غاية الروعة لامرأة ملتزمة بوابة المحتشم الأنيق والجميل من العصور الوسطى']
20394,Expressionism,egon-schiele_the-brother-1911,arabic,amusement,['الرجل يجلس بجانب الفتاه ويبدون سعداء ومستمتعين باللحظه التي بينهم واللون الاصفر الزاهي يبدو جميل']
20395,Art_Nouveau_Modern,raphael-kirchner_boys-and-girls-at-sea-8,chinese,contentment,"['少女们嬉戏于河中，使人感受到愉悦。', '姐妹四个在舒服地泡澡 很享受', '女人们在开心的游泳，让人感觉心情愉悦。']"
20396,Contemporary_Realism,chuck-close_self-portrait-2007,chinese,disgust,['男人戴着圆框眼镜，长着茂密的黑胡子，整个画像被分割成一块一块，非常分裂，给人感觉有些嫌恶']
20397,Rococo,maurice-quentin-de-la-tour_georg-friedrich-schmidt,arabic,contentment,"['لوحة معلقة لرجل وأمام هذه اللوحة مكتب به العديد من الكتب والأوراق', 'علي المنضده الخشبيه لوحه رجل ذو شعر أشقر طويل حوله كتب ورقيه']"
20398,Realism,isaac-levitan_volga-1889,english,awe,['The technique used for the water in front of the boat is so lifelike and natural looking.']
20399,Pointillism,maurice-prendergast_the-rider,english,excitement,"[""I love horses but I didn't know such little brush strokes could make an entire picture like this. I'm amazed. I love it.""]"
20400,Baroque,eustache-le-sueur_christ-healing-the-blind-man,arabic,fear,['رجل يركع أمام رجل آخر ويطلب رضاه وعفوه']
20401,Realism,vasily-polenov_oka-river-vladimir-steamer-converted-into-a-tow-1926,english,contentment,"['the clear blue sea makes this seem like an island getaway', 'The boat sailing on the calm blue waters makes me feel calm.']"
